order_id,customer_id,product_id,category,price,discount,quantity,payment_method,order_date,delivered_date,region,returned,request_date,return_reason,total_amount,shipping_cost,profit_margin,customer_age,customer_gender,year_month,delivery_days,is_returned,net_sales
O118620,C13030,P229949,Fashion,58.27,0,1,PayPal,19-02-2025,23-02-2025,West,No,,,58.27,5.46,14.93,50,Male,2025-02,4,0,58.27
O118621,C11081,P228899,Electronics,219.47,0.3,2,Credit Card,04-10-2024,09-10-2024,East,No,,,307.26,8.23,28.64,32,Male,2024-10,5,0,307.26
O118622,C13325,P215068,Beauty,11.6,0,2,Debit Card,24-07-2024,29-07-2024,Central,Yes,14-08-2024,No longer needed,23.2,3.92,6.52,58,Female,2024-07,5,1,0
O118623,C15299,P247994,Fashion,55.67,0.1,1,UPI,26-07-2024,30-07-2024,North,No,,,50.1,5.31,12.23,31,Male,2024-07,4,0,50.1
O118624,C10492,P200165,Beauty,62.32,0.05,1,Credit Card,25-06-2025,28-06-2025,Central,No,,,59.2,7.47,19.17,45,Female,2025-06,3,0,59.2
O118625,C14764,P212872,Home,76.49,0.05,1,Credit Card,02-12-2024,07-12-2024,North,No,,,72.67,7.82,12.53,50,Female,2024-12,5,0,72.67
O118626,C17202,P221216,Home,55.73,0.1,1,Credit Card,24-04-2025,29-04-2025,East,No,,,50.16,5.51,8.53,48,Female,2025-04,5,0,50.16
O118627,C10074,P230206,Toys,26.88,0.05,1,Credit Card,22-10-2023,26-10-2023,West,No,,,25.54,4.27,5.95,53,Other,2023-10,4,0,25.54
O118628,C12991,P229269,Fashion,108.14,0,1,Credit Card,23-09-2023,29-09-2023,East,No,,,108.14,5.78,32.07,24,Female,2023-09,6,0,108.14
O118629,C13360,P229264,Home,433.17,0.1,1,COD,19-02-2024,24-02-2024,South,No,,,389.85,7.49,101.67,69,Female,2024-02,5,0,389.85
O118630,C10370,P212219,Home,42.74,0.15,1,COD,11-02-2024,16-02-2024,West,No,,,36.33,5.53,4.64,68,Female,2024-02,5,0,36.33
O118631,C14682,P219158,Sports,45.46,0.1,2,Debit Card,26-07-2025,01-08-2025,East,No,,,81.83,6.71,17.84,33,Other,2025-07,6,0,81.83
O118632,C10328,P225989,Electronics,817.97,0,1,Credit Card,04-08-2024,09-08-2024,South,No,,,817.97,7.62,90.54,50,Male,2024-08,5,0,817.97
O118633,C14685,P242406,Beauty,10.71,0.15,1,Credit Card,13-12-2023,18-12-2023,East,No,,,9.1,1.65,2.44,36,Male,2023-12,5,0,9.1
O118634,C11790,P237788,Home,65.83,0,1,Credit Card,30-12-2024,05-01-2025,South,Yes,31-01-2025,Not as described,65.83,9.12,9.31,40,Female,2024-12,6,1,0
O118635,C10776,P228058,Grocery,14.43,0,1,Credit Card,19-02-2024,26-02-2024,East,No,,,14.43,4.01,-2.86,35,Male,2024-02,7,0,14.43
O118636,C12022,P224132,Sports,92.57,0,3,UPI,13-04-2025,18-04-2025,North,No,,,277.71,6.13,77.18,65,Other,2025-04,5,0,277.71
O118637,C16447,P216830,Electronics,733.32,0,1,PayPal,19-07-2024,23-07-2024,North,No,,,733.32,9.59,78.41,67,Female,2024-07,4,0,733.32
O118638,C14674,P228050,Home,134.6,0,1,Debit Card,12-05-2024,17-05-2024,East,No,,,134.6,8.32,29.37,55,Male,2024-05,5,0,134.6
O118639,C14316,P232864,Toys,15.2,0.1,1,Credit Card,20-10-2023,24-10-2023,North,No,,,13.68,2.14,3.33,44,Female,2023-10,4,0,13.68
O118640,C17122,P235194,Beauty,4.88,0,1,UPI,21-05-2024,26-05-2024,South,No,,,4.88,1.5,0.7,26,Male,2024-05,5,0,4.88
O118641,C11187,P243677,Fashion,186.42,0.05,1,COD,03-03-2024,07-03-2024,North,No,,,177.1,6.85,55.13,48,Male,2024-03,4,0,177.1
O118642,C11503,P219641,Home,82.25,0.05,1,Credit Card,11-01-2025,18-01-2025,West,No,,,78.14,8.77,13.11,34,Female,2025-01,7,0,78.14
O118643,C17622,P230375,Home,121.92,0,3,Credit Card,11-09-2024,17-09-2024,East,Yes,05-10-2024,Not as described,365.76,9.67,92.74,32,Female,2024-09,6,1,0
O118644,C16518,P213555,Electronics,276.59,0,1,Credit Card,24-11-2023,28-11-2023,Central,No,,,276.59,7.8,25.39,60,Male,2023-11,4,0,276.59
O118645,C13291,P221110,Sports,141.7,0.05,1,PayPal,30-08-2024,05-09-2024,East,No,,,134.61,8.84,31.54,30,Male,2024-08,6,0,134.61
O118646,C15803,P223235,Beauty,28.47,0,1,Credit Card,09-11-2024,15-11-2024,Central,No,,,28.47,5.21,7.6,68,Female,2024-11,6,0,28.47
O118647,C13325,P241462,Fashion,25.63,0,1,COD,17-02-2024,23-02-2024,West,No,,,25.63,5.41,3.56,21,Male,2024-02,6,0,25.63
O118648,C15841,P228959,Beauty,20.98,0.1,1,Credit Card,14-04-2024,17-04-2024,North,No,,,18.88,3.59,4.91,45,Female,2024-04,3,0,18.88
O118649,C10187,P240957,Fashion,90.99,0,4,PayPal,16-07-2024,20-07-2024,North,No,,,363.96,10.53,116.86,41,Male,2024-07,4,0,363.96
O118650,C11214,P245424,Fashion,54.35,0,1,Debit Card,23-02-2025,28-02-2025,Central,No,,,54.35,4.64,14.38,45,Female,2025-02,5,0,54.35
O118651,C17556,P241024,Sports,314.05,0.15,2,Credit Card,13-05-2024,18-05-2024,Central,No,,,533.88,9.69,150.47,33,Male,2024-05,5,0,533.88
O118652,C13286,P239508,Toys,29.58,0,1,PayPal,24-04-2024,30-04-2024,West,No,,,29.58,3.42,8.41,33,Male,2024-04,6,0,29.58
O118653,C13446,P223098,Beauty,19.27,0,1,Credit Card,21-05-2025,24-05-2025,Central,No,,,19.27,5.48,3.19,32,Male,2025-05,3,0,19.27
O118654,C11109,P215309,Toys,34.35,0,1,UPI,03-01-2025,08-01-2025,North,No,,,34.35,5.4,8.34,38,Male,2025-01,5,0,34.35
O118655,C12521,P214105,Home,86.86,0.05,1,COD,01-07-2025,07-07-2025,West,No,,,82.52,7.42,15.69,63,Other,2025-07,6,0,82.52
O118656,C17785,P249813,Electronics,127.92,0,2,Credit Card,13-01-2024,17-01-2024,North,No,,,255.84,8.21,22.49,24,Male,2024-01,4,0,255.84
O118657,C14939,P208672,Beauty,27.34,0,1,UPI,23-11-2024,28-11-2024,East,No,,,27.34,3.13,9.17,25,Female,2024-11,5,0,27.34
O118658,C13879,P230328,Fashion,26.48,0,1,Credit Card,27-10-2024,01-11-2024,South,No,,,26.48,5.17,4.1,64,Male,2024-10,5,0,26.48
O118659,C10530,P214078,Toys,2.5,0,1,COD,02-02-2024,07-02-2024,East,No,,,2.5,0,1,69,Female,2024-02,5,0,2.5
O118660,C11070,P239647,Fashion,16.84,0.2,1,COD,20-06-2024,25-06-2024,West,No,,,13.47,3.16,1.55,54,Female,2024-06,5,0,13.47
O118661,C13136,P237430,Sports,27.98,0,3,PayPal,24-06-2025,28-06-2025,South,No,,,83.94,6.47,18.71,67,Female,2025-06,4,0,83.94
O118662,C10962,P240583,Beauty,41.81,0.05,1,Credit Card,22-01-2025,29-01-2025,South,Yes,02-02-2025,No longer needed,39.72,5.17,12.7,18,Female,2025-01,7,1,0
O118663,C16618,P236029,Toys,27.51,0,1,Credit Card,16-05-2025,22-05-2025,East,No,,,27.51,5.33,5.67,23,Female,2025-05,6,0,27.51
O118664,C15265,P200405,Toys,20.75,0.15,1,Credit Card,28-12-2024,02-01-2025,East,No,,,17.64,4.48,2.58,60,Female,2024-12,5,0,17.64
O118665,C17089,P203560,Electronics,935.01,0.05,1,COD,17-01-2025,23-01-2025,South,No,,,888.26,10.07,96.52,36,Male,2025-01,6,0,888.26
O118666,C17965,P211575,Fashion,14.64,0,2,Credit Card,23-08-2025,28-08-2025,West,No,,,29.28,4.43,5.82,31,Male,2025-08,5,0,29.28
O118667,C11405,P211859,Toys,5.5,0.05,1,UPI,22-02-2024,26-02-2024,South,No,,,5.22,3.61,-1.52,69,Female,2024-02,4,0,5.22
O118668,C13137,P230612,Home,325.71,0,1,UPI,30-12-2023,03-01-2024,North,No,,,325.71,7.03,84.17,27,Female,2023-12,4,0,325.71
O118669,C10516,P213153,Home,147.06,0.05,1,Credit Card,01-09-2024,06-09-2024,South,No,,,139.71,8.22,30.9,43,Male,2024-09,5,0,139.71
O118670,C13164,P240624,Fashion,45.1,0.1,2,COD,24-08-2025,29-08-2025,East,No,,,81.18,4.66,23.75,33,Male,2025-08,5,0,81.18
O118671,C15984,P242077,Beauty,35.99,0.05,1,Debit Card,06-08-2025,12-08-2025,East,No,,,34.19,5.58,9.81,39,Female,2025-08,6,0,34.19
O118672,C16569,P227013,Fashion,21.27,0,1,Credit Card,21-02-2025,26-02-2025,East,No,,,21.27,5.54,1.9,52,Male,2025-02,5,0,21.27
O118673,C11491,P206690,Toys,19.77,0,1,Debit Card,16-02-2025,19-02-2025,North,No,,,19.77,4.01,3.9,40,Female,2025-02,3,0,19.77
O118674,C15213,P244442,Fashion,32.37,0,1,PayPal,06-06-2024,12-06-2024,Central,No,,,32.37,7.21,4.12,53,Male,2024-06,6,0,32.37
O118675,C13689,P221715,Fashion,23.03,0,2,Debit Card,27-04-2024,01-05-2024,Central,No,,,46.06,4.87,11.25,55,Female,2024-04,4,0,46.06
O118676,C14228,P200741,Electronics,729.25,0.05,1,PayPal,12-09-2024,17-09-2024,South,Yes,03-10-2024,Not as described,692.79,10.6,72.53,25,Male,2024-09,5,1,0
O118677,C17601,P211431,Beauty,7.29,0,5,Debit Card,12-05-2025,15-05-2025,North,No,,,36.45,6.16,10.24,51,Female,2025-05,3,0,36.45
O118678,C17508,P207181,Grocery,1.24,0,1,Credit Card,07-01-2025,11-01-2025,North,No,,,1.24,0.05,0.05,39,Male,2025-01,4,0,1.24
O118679,C14409,P231305,Electronics,194.59,0,1,Credit Card,04-06-2025,10-06-2025,West,No,,,194.59,9.1,14.25,28,Female,2025-06,6,0,194.59
O118680,C10590,P207731,Electronics,121.87,0,1,Debit Card,07-01-2024,12-01-2024,North,No,,,121.87,7.12,7.5,36,Female,2024-01,5,0,121.87
O118681,C17379,P235689,Home,229.38,0,1,COD,19-04-2024,24-04-2024,South,No,,,229.38,8.41,55.82,21,Female,2024-04,5,0,229.38
O118682,C11543,P240142,Sports,23.31,0.05,2,Wallet,04-10-2024,08-10-2024,West,No,,,44.29,5.8,7.49,59,Female,2024-10,4,0,44.29
O118683,C13056,P228714,Grocery,37.5,0.1,1,Debit Card,06-10-2023,11-10-2023,West,No,,,33.75,4.01,-1.31,19,Female,2023-10,5,0,33.75
O118684,C12206,P207023,Electronics,109.59,0.1,1,Credit Card,21-12-2024,25-12-2024,North,No,,,98.63,7.07,4.77,63,Male,2024-12,4,0,98.63
O118685,C13339,P238329,Toys,45.28,0,1,UPI,25-09-2024,29-09-2024,South,No,,,45.28,4.76,13.35,49,Male,2024-09,4,0,45.28
O118686,C12708,P238402,Home,34.28,0,1,Debit Card,23-09-2023,28-09-2023,South,No,,,34.28,5.52,4.08,32,Female,2023-09,5,0,34.28
O118687,C15981,P200910,Electronics,65.97,0.05,2,Credit Card,13-12-2024,18-12-2024,East,No,,,125.34,8.37,6.67,19,Female,2024-12,5,0,125.34
O118688,C14029,P228588,Fashion,37.9,0,1,UPI,22-03-2024,26-03-2024,South,No,,,37.9,6.76,6.5,43,Male,2024-03,4,0,37.9
O118689,C15722,P237470,Grocery,6.8,0,1,Credit Card,24-05-2024,28-05-2024,North,No,,,6.8,1.93,-1.39,61,Female,2024-05,4,0,6.8
O118690,C10747,P247341,Toys,19.91,0.05,1,Credit Card,14-10-2023,17-10-2023,North,No,,,18.91,5.41,2.15,23,Female,2023-10,3,0,18.91
O118691,C15593,P222182,Fashion,55.33,0,1,Wallet,01-07-2025,08-07-2025,North,Yes,01-08-2025,Missing/Wrong item,55.33,6.81,12.56,53,Male,2025-07,7,1,0
O118692,C10800,P229390,Grocery,36.86,0.05,1,Credit Card,27-02-2024,03-03-2024,East,No,,,35.02,5.73,-2.93,51,Female,2024-02,5,0,35.02
O118693,C16553,P245269,Electronics,1041.78,0.05,1,COD,20-04-2025,26-04-2025,North,No,,,989.69,10.18,108.58,62,Female,2025-04,6,0,989.69
O118694,C11497,P204038,Fashion,38.59,0.15,1,UPI,13-02-2024,17-02-2024,South,No,,,32.8,3.87,7.61,37,Male,2024-02,4,0,32.8
O118695,C11379,P228215,Sports,33.01,0,1,Debit Card,14-10-2024,18-10-2024,West,No,,,33.01,7.64,2.26,41,Male,2024-10,4,0,33.01
O118696,C10679,P231565,Grocery,4.74,0.1,1,Debit Card,19-04-2025,23-04-2025,Central,No,,,4.27,3.42,-3.08,54,Female,2025-04,4,0,4.27
O118697,C17360,P219829,Home,23.83,0,3,Credit Card,19-07-2025,24-07-2025,East,No,,,71.49,8.1,11.92,34,Female,2025-07,5,0,71.49
O118698,C13770,P232899,Toys,8.46,0,1,PayPal,19-08-2024,23-08-2024,South,No,,,8.46,4.89,-1.51,23,Female,2024-08,4,0,8.46
O118699,C13342,P243016,Grocery,32.91,0.2,1,Credit Card,24-03-2024,29-03-2024,East,No,,,26.33,7.11,-5,63,Female,2024-03,5,0,26.33
O118700,C16257,P222246,Electronics,197.39,0,3,COD,07-09-2025,13-09-2025,East,No,,,592.17,7.46,63.6,62,Female,2025-09,6,0,592.17
O118701,C10896,P249304,Fashion,53.82,0.15,1,COD,03-05-2024,09-05-2024,East,No,,,45.75,5.16,10.85,47,Female,2024-05,6,0,45.75
O118702,C11546,P218862,Electronics,1342.27,0.05,1,PayPal,17-07-2025,21-07-2025,West,No,,,1275.16,11.5,141.52,69,Female,2025-07,4,0,1275.16
O118703,C13126,P222500,Toys,4.22,0,1,Wallet,29-10-2024,02-11-2024,South,No,,,4.22,2.39,-0.7,48,Male,2024-10,4,0,4.22
O118704,C15889,P216688,Beauty,39.59,0,2,PayPal,18-10-2024,21-10-2024,North,No,,,79.18,8.42,27.21,61,Female,2024-10,3,0,79.18
O118705,C16208,P216282,Electronics,440.96,0,1,COD,30-10-2023,03-11-2023,North,No,,,440.96,7.42,45.5,28,Male,2023-10,4,0,440.96
O118706,C10683,P202519,Home,235.08,0,2,UPI,17-03-2025,21-03-2025,North,No,,,470.16,9.4,122.24,53,Female,2025-03,4,0,470.16
O118707,C11295,P206112,Home,29.43,0,1,Wallet,09-05-2025,12-05-2025,Central,No,,,29.43,5.59,2.65,58,Female,2025-05,3,0,29.43
O118708,C17669,P200992,Sports,78.51,0.1,1,Debit Card,29-08-2024,01-09-2024,North,No,,,70.66,5.64,15.56,69,Male,2024-08,3,0,70.66
O118709,C15781,P205647,Toys,21.66,0,1,Credit Card,04-08-2024,07-08-2024,Central,No,,,21.66,4.8,3.86,43,Female,2024-08,3,0,21.66
O118710,C11385,P243519,Electronics,513.93,0.05,1,Debit Card,05-12-2024,10-12-2024,West,No,,,488.23,10.28,48.31,27,Male,2024-12,5,0,488.23
O118711,C16289,P229014,Home,174.19,0.05,1,Debit Card,01-08-2025,05-08-2025,West,No,,,165.48,8.4,37.93,50,Male,2025-08,4,0,165.48
O118712,C10942,P207597,Electronics,325.02,0.1,2,Debit Card,17-09-2023,21-09-2023,North,No,,,585.04,10.6,59.6,21,Male,2023-09,4,0,585.04
O118713,C13280,P225633,Sports,72.28,0.05,1,Credit Card,29-03-2025,03-04-2025,North,No,,,68.67,5.32,15.28,63,Male,2025-03,5,0,68.67
O118714,C15405,P216854,Sports,289.5,0.15,1,Credit Card,01-08-2025,07-08-2025,North,No,,,246.08,7.49,66.33,54,Female,2025-08,6,0,246.08
O118715,C11033,P203566,Sports,29.73,0,5,Credit Card,08-12-2023,13-12-2023,East,No,,,148.65,6.74,37.85,47,Female,2023-12,5,0,148.65
O118716,C12786,P241472,Electronics,124.29,0.1,1,Credit Card,28-02-2025,04-03-2025,West,No,,,111.86,6.74,6.68,32,Female,2025-02,4,0,111.86
O118717,C12233,P244353,Home,25.5,0.05,1,COD,11-08-2024,15-08-2024,West,No,,,24.22,3.91,2.87,35,Female,2024-08,4,0,24.22
O118718,C13645,P203285,Toys,4.35,0.05,1,Credit Card,21-03-2024,26-03-2024,North,No,,,4.13,0.84,0.81,51,Female,2024-03,5,0,4.13
O118719,C11620,P212029,Sports,213.3,0,1,COD,04-06-2025,10-06-2025,South,No,,,213.3,9.06,54.93,58,Male,2025-06,6,0,213.3
O118720,C13535,P243152,Toys,20.34,0.1,1,Credit Card,18-12-2023,22-12-2023,West,No,,,18.31,4.88,2.44,46,Male,2023-12,4,0,18.31
O118721,C13205,P212846,Fashion,139.46,0.05,3,Credit Card,22-06-2024,27-06-2024,Central,Yes,15-07-2024,Missing/Wrong item,397.46,7.11,132,53,Female,2024-06,5,1,0
O118722,C12882,P213079,Fashion,112.14,0,3,UPI,18-04-2024,21-04-2024,Central,No,,,336.42,7.62,110.13,54,Female,2024-04,3,0,336.42
O118723,C14904,P246804,Home,57.06,0,1,Wallet,14-11-2024,20-11-2024,East,Yes,17-12-2024,Defective,57.06,5.55,10.43,53,Female,2024-11,6,1,0
O118724,C10170,P208551,Beauty,28.12,0,2,PayPal,27-09-2024,03-10-2024,East,No,,,56.24,3.87,21.44,43,Male,2024-09,6,0,56.24
O118725,C16356,P233052,Fashion,28.46,0,1,Wallet,23-07-2024,26-07-2024,Central,No,,,28.46,5.91,4.05,25,Female,2024-07,3,0,28.46
O118726,C11553,P215100,Home,285.04,0,1,Wallet,25-11-2024,30-11-2024,South,No,,,285.04,9.33,70.48,23,Female,2024-11,5,0,285.04
O118727,C13897,P203277,Sports,140.31,0,4,PayPal,15-05-2024,22-05-2024,West,No,,,561.24,11.75,156.62,42,Male,2024-05,7,0,561.24
O118728,C17669,P219015,Sports,22.96,0,2,Credit Card,26-09-2024,01-10-2024,South,No,,,45.92,5.08,8.7,66,Male,2024-09,5,0,45.92
O118729,C11595,P201757,Electronics,144.92,0.2,1,Credit Card,19-05-2024,24-05-2024,South,No,,,115.94,7.72,6.19,35,Female,2024-05,5,0,115.94
O118730,C11623,P232085,Grocery,15.11,0.05,5,Wallet,05-01-2025,08-01-2025,Central,No,,,71.77,5.8,-0.06,19,Female,2025-01,3,0,71.77
O118731,C14122,P221863,Beauty,9.92,0,2,UPI,29-01-2025,02-02-2025,Central,No,,,19.84,4.34,4.59,42,Male,2025-01,4,0,19.84
O118732,C15109,P226098,Home,110.55,0,3,Credit Card,03-11-2023,09-11-2023,South,No,,,331.65,8.45,84.41,36,Female,2023-11,6,0,331.65
O118733,C11091,P246220,Grocery,4.69,0.1,1,UPI,18-01-2024,23-01-2024,East,No,,,4.22,2.89,-2.55,55,Male,2024-01,5,0,4.22
O118734,C12837,P215295,Electronics,422.89,0.05,3,Debit Card,02-12-2024,06-12-2024,South,No,,,1205.24,9.83,134.8,33,Female,2024-12,4,0,1205.24
O118735,C10407,P238555,Beauty,4.91,0,1,Credit Card,11-11-2024,15-11-2024,South,No,,,4.91,1.47,0.74,64,Male,2024-11,4,0,4.91
O118736,C17719,P225821,Toys,27.12,0,1,Credit Card,08-09-2024,14-09-2024,West,No,,,27.12,4.33,6.52,66,Male,2024-09,6,0,27.12
O118737,C15228,P242372,Home,64.11,0.05,1,Credit Card,27-04-2024,01-05-2024,Central,No,,,60.9,5.36,11.69,67,Male,2024-04,4,0,60.9
O118738,C14169,P221833,Sports,69.42,0,1,UPI,27-10-2023,31-10-2023,North,No,,,69.42,4.57,16.26,48,Female,2023-10,4,0,69.42
O118739,C16721,P225992,Grocery,9.7,0,3,PayPal,06-07-2025,10-07-2025,West,No,,,29.1,4.11,-1.78,57,Female,2025-07,4,0,29.1
O118740,C10679,P208549,Fashion,15.63,0,1,Wallet,11-11-2024,18-11-2024,West,No,,,15.63,4.94,0.53,54,Male,2024-11,7,0,15.63
O118741,C17429,P222432,Fashion,145.13,0,1,Debit Card,04-10-2024,08-10-2024,Central,No,,,145.13,6.47,44.33,50,Male,2024-10,4,0,145.13
O118742,C15487,P239498,Home,10.02,0.1,1,Debit Card,26-04-2025,29-04-2025,Central,No,,,9.02,3.85,-1.32,44,Male,2025-04,3,0,9.02
O118743,C16929,P220519,Home,71.41,0.1,1,COD,08-11-2023,13-11-2023,North,No,,,64.27,6.5,11.5,58,Male,2023-11,5,0,64.27
O118744,C14944,P247376,Electronics,94.71,0,1,UPI,10-11-2023,14-11-2023,Central,No,,,94.71,5.85,5.52,24,Female,2023-11,4,0,94.71
O118745,C14965,P248547,Fashion,26.94,0.1,1,Debit Card,23-11-2024,29-11-2024,South,No,,,24.25,4.95,3.54,28,Male,2024-11,6,0,24.25
O118746,C10236,P203141,Toys,4.16,0.1,1,UPI,15-09-2024,24-09-2024,East,No,,,3.74,1.98,-0.48,37,Female,2024-09,9,0,3.74
O118747,C12774,P211068,Beauty,14.66,0,1,PayPal,13-01-2024,20-01-2024,South,No,,,14.66,3.41,3.19,22,Other,2024-01,7,0,14.66
O118748,C13437,P231342,Fashion,15.6,0,3,COD,06-05-2025,11-05-2025,South,No,,,46.8,5.5,10.88,49,Male,2025-05,5,0,46.8
O118749,C13357,P214256,Grocery,11.62,0,2,Credit Card,13-04-2025,19-04-2025,East,No,,,23.24,5.37,-3.51,66,Male,2025-04,6,0,23.24
O118750,C16521,P232964,Toys,2.24,0,1,Credit Card,20-08-2025,23-08-2025,Central,No,,,2.24,2.09,-1.19,24,Male,2025-08,3,0,2.24
O118751,C16804,P205830,Home,102.88,0,2,Credit Card,27-08-2024,31-08-2024,South,No,,,205.76,9.56,48.05,60,Female,2024-08,4,0,205.76
O118752,C12877,P215868,Toys,8.54,0.1,3,UPI,23-12-2023,28-12-2023,West,No,,,23.06,5.95,3.27,63,Male,2023-12,5,0,23.06
O118753,C15001,P206679,Beauty,12.5,0.2,1,Credit Card,20-06-2025,24-06-2025,West,No,,,10,4.51,-0.01,57,Female,2025-06,4,0,10
O118754,C12423,P240754,Sports,53.07,0.1,2,COD,10-01-2025,16-01-2025,Central,No,,,95.53,7.54,21.12,38,Female,2025-01,6,0,95.53
O118755,C14714,P233705,Fashion,57,0,3,COD,27-03-2025,02-04-2025,East,No,,,171,8.31,51.54,64,Female,2025-03,6,0,171
O118756,C16796,P211722,Fashion,74.71,0.05,1,Wallet,17-09-2024,22-09-2024,North,No,,,70.97,4.31,20.53,19,Female,2024-09,5,0,70.97
O118757,C13147,P220509,Fashion,24.67,0.05,1,PayPal,31-07-2025,04-08-2025,North,No,,,23.44,3.66,4.54,64,Female,2025-07,4,0,23.44
O118758,C11032,P213989,Electronics,891.8,0,1,Credit Card,07-09-2025,12-09-2025,South,No,,,891.8,9.78,97.24,18,Female,2025-09,5,0,891.8
O118759,C16339,P243886,Home,190.56,0,1,COD,17-01-2025,21-01-2025,Central,No,,,190.56,9.69,43.67,48,Female,2025-01,4,0,190.56
O118760,C12854,P246200,Home,78.1,0,1,Debit Card,25-09-2023,29-09-2023,Central,No,,,78.1,6.29,15.58,44,Female,2023-09,4,0,78.1
O118761,C17959,P223562,Electronics,83.45,0,1,Wallet,16-03-2025,19-03-2025,Central,No,,,83.45,6.7,3.31,29,Male,2025-03,3,0,83.45
O118762,C12940,P214919,Toys,18.16,0,1,Debit Card,05-06-2025,10-06-2025,East,Yes,08-07-2025,Missing/Wrong item,18.16,4.2,3.06,54,Other,2025-06,5,1,0
O118763,C13701,P241306,Sports,103.55,0,1,Debit Card,13-07-2025,17-07-2025,West,No,,,103.55,7.64,23.42,42,Female,2025-07,4,0,103.55
O118764,C15409,P248380,Home,29.29,0.2,1,Credit Card,15-06-2024,21-06-2024,East,No,,,23.43,5.43,1.13,58,Male,2024-06,6,0,23.43
O118765,C14070,P211036,Grocery,26.16,0.05,2,Credit Card,30-12-2024,02-01-2025,North,No,,,49.7,4.24,-0.26,37,Male,2024-12,3,0,49.7
O118766,C13132,P241078,Grocery,7.32,0.15,1,COD,24-03-2025,28-03-2025,West,No,,,6.22,3.27,-2.77,32,Male,2025-03,4,0,6.22
O118767,C17080,P224438,Electronics,103.73,0,1,UPI,14-12-2023,19-12-2023,Central,Yes,10-01-2024,No longer needed,103.73,7.72,4.73,52,Male,2023-12,5,1,0
O118768,C13460,P220999,Beauty,21.03,0,2,Credit Card,17-10-2024,25-10-2024,East,No,,,42.06,6.49,12.44,43,Female,2024-10,8,0,42.06
O118769,C14942,P243740,Toys,12.78,0.15,1,Debit Card,26-02-2025,01-03-2025,North,No,,,10.86,4.25,0.09,45,Female,2025-02,3,0,10.86
O118770,C16961,P243087,Electronics,383.99,0,1,UPI,09-06-2024,17-06-2024,West,No,,,383.99,7.72,38.36,49,Male,2024-06,8,0,383.99
O118771,C11923,P241543,Electronics,111.57,0.15,1,UPI,03-04-2025,09-04-2025,South,Yes,23-04-2025,Not as described,94.83,7.28,4.1,59,Female,2025-04,6,1,0
O118772,C17730,P201708,Fashion,6.03,0.1,1,UPI,19-08-2024,24-08-2024,West,No,,,5.43,2.2,-0.3,34,Female,2024-08,5,0,5.43
O118773,C16707,P206377,Fashion,36.82,0,1,Credit Card,20-11-2024,27-11-2024,East,No,,,36.82,5.91,6.98,55,Male,2024-11,7,0,36.82
O118774,C10633,P222788,Grocery,3.25,0,1,Debit Card,16-12-2023,22-12-2023,West,No,,,3.25,0,0.26,31,Male,2023-12,6,0,3.25
O118775,C16822,P214269,Toys,5.35,0.05,1,UPI,11-12-2023,16-12-2023,South,No,,,5.08,1.83,0.2,28,Male,2023-12,5,0,5.08
O118776,C15113,P229717,Electronics,418.22,0.15,1,Credit Card,16-12-2023,21-12-2023,East,No,,,355.49,9.45,33.21,57,Male,2023-12,5,0,355.49
O118777,C14103,P222605,Toys,7.89,0.05,1,Debit Card,26-04-2025,29-04-2025,Central,No,,,7.5,3.56,-0.56,57,Female,2025-04,3,0,7.5
O118778,C11392,P221221,Electronics,645.57,0.05,1,Credit Card,06-08-2024,11-08-2024,North,No,,,613.29,11.05,62.54,48,Female,2024-08,5,0,613.29
O118779,C15164,P241631,Fashion,40.55,0.05,1,Credit Card,27-12-2024,31-12-2024,North,No,,,38.52,4.9,8.58,62,Female,2024-12,4,0,38.52
O118780,C16487,P231757,Fashion,51.05,0,1,Credit Card,26-05-2025,31-05-2025,East,No,,,51.05,6.07,11.8,33,Female,2025-05,5,0,51.05
O118781,C15876,P248275,Fashion,24.03,0.1,3,Debit Card,02-06-2024,07-06-2024,Central,No,,,64.88,7.26,15.45,46,Female,2024-06,5,0,64.88
O118782,C16939,P218069,Fashion,17.46,0.1,1,UPI,06-05-2025,09-05-2025,North,No,,,15.71,4.94,0.56,20,Male,2025-05,3,0,15.71
O118783,C13446,P243037,Sports,27.02,0,1,COD,03-10-2023,07-10-2023,North,No,,,27.02,4.47,3.64,56,Female,2023-10,4,0,27.02
O118784,C15738,P242656,Fashion,65.37,0,3,UPI,13-11-2024,16-11-2024,North,No,,,196.11,7.34,61.3,29,Female,2024-11,3,0,196.11
O118785,C13098,P224324,Toys,24.98,0,2,Debit Card,01-09-2025,07-09-2025,Central,No,,,49.96,7.51,12.47,32,Male,2025-09,6,0,49.96
O118786,C15312,P228734,Electronics,270.55,0.1,1,COD,26-10-2023,03-11-2023,East,No,,,243.5,7.57,21.65,19,Male,2023-10,8,0,243.5
O118787,C14944,P219590,Beauty,40.24,0.2,1,Debit Card,07-01-2024,10-01-2024,North,No,,,32.19,6.86,7.63,43,Male,2024-01,3,0,32.19
O118788,C15476,P228828,Toys,33.91,0.15,2,Debit Card,02-08-2025,08-08-2025,East,No,,,57.65,5.61,17.45,44,Male,2025-08,6,0,57.65
O118789,C10061,P223096,Electronics,239.71,0,1,Debit Card,18-02-2024,21-02-2024,North,No,,,239.71,8.24,20.53,24,Female,2024-02,3,0,239.71
